1;arms_factory;2946;11.63;1449.5;0.45;0
1;arms_factory;2948;10.05;1442.5;3.47;0
1;arms_factory;2948;10.38;1443.38;6.13;0
1;arms_factory;2950;11.2;1454.75;2.51;0
1;arms_factory;2945;12.03;1453;4.07;0
1;arms_factory;2945;11.88;1453.88;1.91;0
1;industrial_complex;2950;12.05;1446.88;3.12;0
1;industrial_complex;2950;12.05;1446.88;0.96;0
1;industrial_complex;2950;12.4;1449.5;3.98;0
1;industrial_complex;2944;9.5;1443.38;0.36;0
1;industrial_complex;2945;9.6;1443.38;3.02;0
1;industrial_complex;2948;10.82;1455.63;5.69;0
1;air_base;2948.38;11.6;1445.52;0.15;0
1;naval_base;2954;9.7;1454.75;0.98;5579
1;naval_base;2942;9.5;1455.63;-2.6;5555
1;naval_base;2944;9.5;1446;-0.79;5579
1;bunker;2946;11.63;1449.5;5.69;0
1;bunker;2945;10.03;1446.88;2.07;0
1;bunker;2953;10.15;1449.5;6.2;0
1;coastal_bunker;2953;9.78;1456.5;0.98;0
1;coastal_bunker;2941;9.5;1446;-0.79;0
1;coastal_bunker;2940;9.5;1453;-1.19;0
1;dockyard;2953;9.5;1459.13;-3;0
1;anti_air_building;2952;10.8;1449.5;6.2;0
1;anti_air_building;2952;10.8;1449.5;2.59;0
1;anti_air_building;2943;10.3;1450.38;0.43;0
1;synthetic_refinery;2946;9.73;1444.25;1.63;0
1;nuclear_reactor;2948;10.82;1455.63;1.03;0
2;arms_factory;2999;10.28;1453.88;6.13;0
2;arms_factory;3015;12.43;1446.88;2.51;0
2;arms_factory;2994;10;1452.13;4.07;0
2;arms_factory;3004;10.38;1453;1.91;0
2;arms_factory;3008;10.8;1446;3.12;0
2;arms_factory;2992;11.23;1457.38;0.96;0
2;industrial_complex;3011;10.48;1440.75;3.98;0
2;industrial_complex;3023;10.43;1438.13;0.36;0
2;industrial_complex;3009;9.7;1439;3.02;0
2;industrial_complex;3005;9.68;1439.88;5.69;0
2;industrial_complex;2990;9.6;1451.25;2.43;0
2;industrial_complex;2999;10.55;1456.5;3.63;0
2;air_base;3000.23;9.9;1449.3;1.17;0
2;naval_base;3003;9.5;1439;-0.46;5656
2;naval_base;2993;9.5;1446.88;-0.93;5656
2;naval_base;3016.19;9.4;1435.54;-0.08;1452
2;naval_base;3020.02;10.1;1434.66;0.17;1452
2;naval_base;2987;9.5;1452.13;-0.9;5579
2;bunker;2997;9.6;1446;4.14;0
2;bunker;2993;9.8;1452.13;1.98;0
2;bunker;3017;10.6;1439;3.19;0
2;bunker;3003;10.32;1453.88;6.2;0
2;bunker;3012;12.03;1448.63;2.59;0
2;bunker;3012;10.15;1439;0.43;0
2;bunker;3005;10.13;1446;1.63;0
2;coastal_bunker;2989;9.5;1450.38;-0.9;0
2;coastal_bunker;3010.82;9.5;1434.84;-0.08;0
2;coastal_bunker;3020;9.5;1434.63;0.17;0
2;coastal_bunker;2998;9.5;1442.5;-0.93;0
2;coastal_bunker;3004;9.5;1439;-0.46;0
2;dockyard;3012.88;9.4;1435.96;0.32;0
2;anti_air_building;3009;11.3;1448.63;2.14;0
2;anti_air_building;3007;11.32;1453;5.16;0
2;anti_air_building;3013;11.3;1443.38;0.08;0
2;synthetic_refinery;3021;10.98;1440.75;4.21;0
2;nuclear_reactor;3002;9.7;1443.38;2.15;0
3;arms_factory;2924;10.63;1534.38;4.07;0
3;arms_factory;2922;15.6;1516;1.91;0
3;arms_factory;2923;12.75;1530.88;3.12;0
3;arms_factory;2921;13.68;1523.88;0.96;0
3;arms_factory;2930;14.38;1527.38;3.98;0
3;arms_factory;2932;13.9;1530.88;0.36;0
3;industrial_complex;2915;10.1;1531.75;3.02;0
3;industrial_complex;2919;12.48;1522.13;5.69;0
3;industrial_complex;2921;15.32;1515.13;2.43;0
3;industrial_complex;2921;11.93;1530;3.63;0
3;industrial_complex;2905;9.82;1523;1.47;0
3;industrial_complex;2925;14.63;1525.63;4.13;0
3;air_base;2921.66;14.3;1526.74;5.29;0
3;bunker;2925;15.88;1516.88;2.07;0
3;bunker;2929;10.78;1536.13;6.2;0
3;bunker;2932;15.48;1519.5;1.48;0
3;bunker;2910;9.53;1523;4.14;0
3;bunker;2915;10.25;1532.63;1.98;0
3;bunker;2921;12.68;1529.13;3.19;0
3;bunker;2916;11.3;1517.75;6.2;0
3;bunker;2924;13.8;1520.38;2.59;0
3;bunker;2931;13.73;1532.63;0.43;0
3;bunker;2919;14.95;1515.13;1.63;0
3;bunker;2915;10.1;1529.13;4.65;0
3;anti_air_building;2918;12.45;1517.75;1.03;0
3;anti_air_building;2925;14.28;1529.13;3.69;0
3;anti_air_building;2930;15.45;1523;1.54;0
3;synthetic_refinery;2925;14.48;1526.5;3.1;0
3;nuclear_reactor;2927;15.13;1519.5;2.14;0
4;arms_factory;3050;14.13;1544.88;3.12;0
4;arms_factory;3058;10.05;1561.5;0.96;0
4;arms_factory;3040;13.23;1526.5;3.98;0
4;arms_factory;3063;9.9;1559.75;0.36;0
4;arms_factory;3055;12.23;1554.5;3.02;0
4;arms_factory;3060;10.98;1547.5;5.69;0
4;industrial_complex;3047;13.88;1545.75;2.43;0
4;industrial_complex;3043;13.6;1530;3.63;0
4;industrial_complex;3041;13.43;1544;1.47;0
4;industrial_complex;3061;10.7;1541.38;4.13;0
4;industrial_complex;3060;11.4;1550.13;5.69;0
4;industrial_complex;3067;10.03;1554.5;2.07;0
4;air_base;3048.72;13.7;1542;1.22;0
4;bunker;3054;10.4;1531.75;1.48;0
4;bunker;3056;11;1539.63;4.14;0
4;bunker;3063;10.4;1556.25;1.98;0
4;bunker;3051;10.8;1527.38;3.19;0
4;bunker;3042;13.1;1534.38;6.2;0
4;bunker;3048;11.3;1554.5;2.59;0
4;bunker;3047;12.15;1536.13;0.43;0
4;bunker;3044;14.35;1539.63;1.63;0
4;bunker;3064;9.98;1561.5;4.65;0
4;bunker;3053.58;14;1546.29;3.13;0
4;bunker;3069;9.7;1549.25;3.69;0
4;bunker;3062;10.85;1550.13;1.54;0
4;bunker;3054;10.35;1561.5;3.1;0
4;anti_air_building;3044;12.78;1531.75;5.76;0
4;anti_air_building;3045;13.43;1543.13;2.14;0
4;anti_air_building;3058;11.05;1541.38;5.16;0
4;synthetic_refinery;3053;10.6;1561.5;0.08;0
4;nuclear_reactor;3044;12.55;1534.38;0.59;0
6;arms_factory;2884;9.73;1600.88;3.02;0
6;arms_factory;2875.92;9.6;1605.96;5.69;0
6;arms_factory;2862;9.7;1595.63;2.43;0
6;arms_factory;2855.5;9.6;1603.17;3.63;0
6;arms_factory;2855;9.8;1599.13;1.47;0
6;arms_factory;2879;9.7;1606.13;4.13;0
6;industrial_complex;2861;10;1597.38;5.69;0
6;industrial_complex;2870;9.7;1600;2.07;0
6;industrial_complex;2859;10.07;1601.75;6.2;0
6;industrial_complex;2881;9.7;1607;1.48;0
6;industrial_complex;2887;10.05;1603.5;4.14;0
6;industrial_complex;2872;9.7;1600.88;1.98;0
6;air_base;2866.79;10.2;1602.35;3.99;0
6;naval_base;2871.33;9.5;1606.76;-2.65;8621
6;naval_base;2847.73;9.5;1604.17;-2.68;8621
6;naval_base;2853.21;9.3;1605.87;-2.66;8621
6;bunker;2873;9.8;1597.38;1.63;0
6;bunker;2862.15;10.1;1602.88;4.65;0
6;bunker;2873;9.6;1605.25;1.03;0
6;bunker;2881;9.7;1603.5;3.69;0
6;bunker;2853;9.7;1599.13;1.54;0
6;bunker;2885;9.93;1599.13;3.1;0
6;bunker;2859;9.78;1596.5;5.76;0
6;bunker;2888;10.05;1603.5;2.14;0
6;coastal_bunker;2854.29;9.4;1605.02;-2.66;0
6;coastal_bunker;2851;9.5;1605.25;-2.68;0
6;coastal_bunker;2873;9.55;1607;-2.55;0
6;dockyard;2855.28;9.6;1606.37;-2.66;0
6;anti_air_building;2890;9.9;1602.63;2.15;0
6;anti_air_building;2864;9.88;1597.38;4.81;0
6;anti_air_building;2870;9.7;1603.5;2.65;0
6;synthetic_refinery;2849;9.68;1600.88;0.5;0
6;nuclear_reactor;2866;9.8;1598.25;4.72;0
8;arms_factory;2898;10.95;1577.25;1.47;0
8;arms_factory;2897;11.38;1579;4.13;0
8;arms_factory;2897;11.5;1579.88;5.69;0
8;arms_factory;2903;10.85;1578.13;2.07;0
8;arms_factory;2905;10.82;1579;6.2;0
8;arms_factory;2899;11.4;1580.75;1.48;0
8;industrial_complex;2903;10.88;1579;4.14;0
8;industrial_complex;2897;11.6;1580.75;1.98;0
8;industrial_complex;2898;11.8;1583.38;3.19;0
8;industrial_complex;2902;10.98;1579.88;6.2;0
8;industrial_complex;2899;11.53;1582.5;2.59;0
8;industrial_complex;2900;10.8;1574.63;0.43;0
8;air_base;2898;11.63;1581.63;1.63;0
8;bunker;2899;11.8;1585.13;4.65;0
8;anti_air_building;2904;10.73;1575.5;1.03;0
8;anti_air_building;2900;11.48;1584.25;3.69;0
8;anti_air_building;2903;10.75;1575.5;1.54;0
8;synthetic_refinery;2898;10.95;1577.25;3.1;0
8;nuclear_reactor;2904;10.78;1576.38;2.14;0
9;arms_factory;3054;11.2;1587.75;5.69;0
